Timestamp,Voltage (V),Current (A)
2025-04-14T21:26:13.844Z,3.11,1.23
2025-04-14T21:26:14.845Z,2.36,0.05
2025-04-14T21:26:15.845Z,1.07,0.33
2025-04-14T21:26:16.846Z,3.66,1.53
2025-04-14T21:26:17.847Z,4.12,1.25
2025-04-14T21:26:18.850Z,0.4,1.53
2025-04-14T21:26:19.849Z,2.57,1.33
2025-04-14T21:26:20.849Z,2.95,1.39
2025-04-14T21:26:21.850Z,2.51,0.58
2025-04-14T21:26:22.851Z,1.94,1.6
2025-04-14T21:26:23.854Z,1.38,1.29
2025-04-14T21:26:24.853Z,3.75,1.98
2025-04-14T21:26:25.862Z,2.92,0.33
2025-04-14T21:26:26.855Z,0.62,0.76
2025-04-14T21:26:27.860Z,2.36,0.46
2025-04-14T21:26:28.854Z,3.73,0.64
2025-04-14T21:26:29.855Z,4.84,1.92
2025-04-14T21:26:30.857Z,1.19,0.42
2025-04-14T21:26:31.857Z,3.28,0.59
2025-04-14T21:26:32.858Z,2.62,1.45
2025-04-14T21:26:33.859Z,2.16,1.27
2025-04-14T21:26:34.860Z,1.72,1.48
2025-04-14T21:26:35.865Z,0,1.7
2025-04-14T21:26:36.860Z,3.98,0.92
2025-04-14T21:26:37.862Z,0.45,1.28
2025-04-14T21:26:38.864Z,3,1.43
2025-04-14T21:26:39.863Z,1.92,1.63
2025-04-14T21:26:40.863Z,2.83,0.72
2025-04-14T21:26:41.864Z,3.01,0.09
2025-04-14T21:26:42.865Z,2.21,0.86
2025-04-14T21:26:43.865Z,0.13,1.69
2025-04-14T21:26:44.867Z,0.31,1.57
2025-04-14T21:26:45.867Z,3.19,0.86
2025-04-14T21:26:46.867Z,3.56,0.16
2025-04-14T21:26:47.868Z,2.54,1.54
2025-04-14T21:26:48.869Z,3.14,0.15
2025-04-14T21:26:49.875Z,0.37,1.66
2025-04-14T21:26:50.871Z,2.97,0.77
2025-04-14T21:26:51.871Z,2.6,0.12
2025-04-14T21:26:52.871Z,1.91,0.31
2025-04-14T21:26:53.872Z,1.74,0.63
2025-04-14T21:26:54.872Z,3.77,1.24
2025-04-14T21:26:55.873Z,2.84,0.33
2025-04-14T21:26:56.873Z,2.5,1.27
2025-04-14T21:26:57.874Z,4.99,0.29
2025-04-14T21:26:58.875Z,1.09,1.44
2025-04-14T21:26:59.876Z,3.64,0.51
2025-04-14T21:27:00.877Z,3.12,1.79
2025-04-14T21:27:01.877Z,1.34,0.07
2025-04-14T21:27:02.878Z,0.83,0
2025-04-14T21:27:03.878Z,2.59,1.1
2025-04-14T21:27:04.879Z,2.53,0.91
2025-04-14T21:27:05.879Z,3.21,0.25
2025-04-14T21:27:06.881Z,2.53,1.29
2025-04-14T21:27:07.881Z,0.96,1.53
2025-04-14T21:27:08.882Z,1.61,0.58
2025-04-14T21:27:09.882Z,4.91,1.63
2025-04-14T21:27:10.883Z,4.2,1.68
2025-04-14T21:27:11.884Z,1.87,1.26
2025-04-14T21:27:12.885Z,4.72,0.19
2025-04-14T21:27:13.887Z,1.41,0.04
2025-04-14T21:27:14.886Z,4.51,0.92
2025-04-14T21:27:15.887Z,4.45,1.7
2025-04-14T21:27:16.887Z,4.74,1.62
2025-04-14T21:27:17.888Z,1.76,1.17
2025-04-14T21:27:18.888Z,3.26,0.13
2025-04-14T21:27:19.889Z,3.44,1.71
2025-04-14T21:27:20.890Z,4.79,0.35
2025-04-14T21:27:21.891Z,1.29,0.88
2025-04-14T21:27:22.892Z,3.48,1.78
2025-04-14T21:27:23.892Z,1.17,1.23
2025-04-14T21:27:24.944Z,3.38,1.08
2025-04-14T21:27:25.894Z,4.29,1.26
2025-04-14T21:27:26.894Z,4.68,0.06
2025-04-14T21:27:27.895Z,1.99,0.55
2025-04-14T21:27:28.896Z,3.29,0.76
2025-04-14T21:27:29.896Z,4.88,0.96
2025-04-14T21:27:30.897Z,3.19,0.64
2025-04-14T21:27:31.898Z,1.37,0.16
2025-04-14T21:27:32.898Z,3.18,0.91
2025-04-14T21:27:33.900Z,1.83,1.98
2025-04-14T21:27:34.901Z,1.2,1.48
2025-04-14T21:27:35.901Z,4.61,0.51
2025-04-14T21:27:36.903Z,0.18,1.77
2025-04-14T21:27:37.905Z,4.46,0.61
2025-04-14T21:27:38.905Z,4.78,0.28
2025-04-14T21:27:39.906Z,0.63,0.35
2025-04-14T21:27:40.905Z,0.06,1.08
2025-04-14T21:27:41.905Z,4.68,0.79
2025-04-14T21:27:42.906Z,1.19,1.23
2025-04-14T21:27:43.907Z,1.77,1.92
2025-04-14T21:27:44.907Z,4.53,1.78
2025-04-14T21:27:45.908Z,3.53,0.95
2025-04-14T21:27:46.909Z,2.71,0.75
2025-04-14T21:27:47.909Z,2.04,1.62
2025-04-14T21:27:48.911Z,0.32,0.19
2025-04-14T21:27:49.913Z,0.31,0.35
2025-04-14T21:27:50.912Z,4.68,0.68
2025-04-14T21:27:51.913Z,1.1,0.34
2025-04-14T21:27:52.914Z,2.7,1.78
2025-04-14T21:27:53.914Z,2.65,0.45
2025-04-14T21:27:54.915Z,2.79,0.75
2025-04-14T21:27:55.917Z,3.27,0.87
2025-04-14T21:27:56.917Z,3.63,0.37
2025-04-14T21:27:57.918Z,2.66,1.34
2025-04-14T21:27:58.919Z,0.83,0.75
2025-04-14T21:27:59.920Z,1.84,1.55
2025-04-14T21:28:00.921Z,1.56,1.99
2025-04-14T21:28:01.920Z,1.64,0.93
2025-04-14T21:28:02.921Z,3.86,0.33
2025-04-14T21:28:03.927Z,4.24,0.47
2025-04-14T21:28:04.923Z,1.94,1.3
2025-04-14T21:28:05.924Z,2.67,0.65
2025-04-14T21:28:06.924Z,4.1,0.82
2025-04-14T21:28:07.925Z,3.05,1.14
2025-04-14T21:28:08.925Z,1.52,0.41
2025-04-14T21:28:09.931Z,0.85,1.91
2025-04-14T21:28:10.946Z,3.06,1.6
2025-04-14T21:28:11.930Z,4.6,1.12
2025-04-14T21:28:12.929Z,4.03,0.3
2025-04-14T21:28:13.929Z,0.85,0
2025-04-14T21:28:14.930Z,0.85,0.67
2025-04-14T21:28:15.931Z,4.84,1.88
2025-04-14T21:28:16.933Z,2,0.86
2025-04-14T21:28:17.931Z,1,0.95
2025-04-14T21:28:18.933Z,1.99,1.02
2025-04-14T21:28:19.935Z,4.28,1.83
2025-04-14T21:28:20.935Z,4.17,1.36
2025-04-14T21:28:21.935Z,3.02,0.89
2025-04-14T21:28:22.935Z,0.78,1.25
2025-04-14T21:28:23.936Z,2.89,1.22
2025-04-14T21:28:24.942Z,0.95,0.05
2025-04-14T21:28:25.937Z,3.19,0.91
2025-04-14T21:28:26.939Z,2.21,1.74
2025-04-14T21:28:27.941Z,0.14,0.62
2025-04-14T21:28:28.940Z,2.06,0.83
2025-04-14T21:28:29.941Z,1.26,0.19
2025-04-14T21:28:30.941Z,3.01,1.3
2025-04-14T21:28:31.942Z,1.44,1.75
2025-04-14T21:28:32.943Z,2.58,0.62
2025-04-14T21:28:33.944Z,1.31,1.36
2025-04-14T21:28:34.944Z,2.2,1.08
2025-04-14T21:28:35.945Z,0.24,1.47
2025-04-14T21:28:36.945Z,0.08,0.11
2025-04-14T21:28:37.946Z,3.97,0
2025-04-14T21:28:38.947Z,3.14,0.96
2025-04-14T21:28:39.948Z,4.99,0.45
2025-04-14T21:28:40.948Z,0.33,1.62
2025-04-14T21:28:41.949Z,0.39,1.54
2025-04-14T21:28:42.949Z,3.21,0.86
2025-04-14T21:28:43.950Z,0.36,0.1
2025-04-14T21:28:44.951Z,1.62,1.73
2025-04-14T21:28:45.952Z,4.93,0.35
2025-04-14T21:28:46.952Z,4.88,1.71
2025-04-14T21:28:47.955Z,3.38,0.21
2025-04-14T21:28:48.955Z,3.91,0.13
2025-04-14T21:28:49.955Z,0.6,1.57
2025-04-14T21:28:50.954Z,0.92,1.43
2025-04-14T21:28:51.956Z,2.75,1.68
2025-04-14T21:28:52.958Z,4.13,0.15
2025-04-14T21:28:53.957Z,1.36,0.91
2025-04-14T21:28:54.958Z,3.47,1.69
2025-04-14T21:28:55.959Z,3.32,1.34
2025-04-14T21:28:56.959Z,4.28,1.43
2025-04-14T21:28:57.961Z,3.79,1.06
2025-04-14T21:28:58.961Z,0.54,0.07
2025-04-14T21:28:59.962Z,0.37,0.03
2025-04-14T21:29:00.963Z,4.21,0.47
2025-04-14T21:29:01.964Z,0.34,1.49
2025-04-14T21:29:02.963Z,4.16,1.59
2025-04-14T21:29:03.965Z,4.38,1.5
2025-04-14T21:29:04.965Z,1.83,1.86
2025-04-14T21:29:05.966Z,0.96,0.85
2025-04-14T21:29:06.966Z,0.24,1.22
2025-04-14T21:29:07.967Z,3.63,1.81
2025-04-14T21:29:08.969Z,0.12,0.51
2025-04-14T21:29:09.969Z,2.02,0.95
2025-04-14T21:29:10.969Z,0.36,0.54
2025-04-14T21:29:11.969Z,2.08,1.8
2025-04-14T21:29:12.973Z,0.31,0.3
2025-04-14T21:29:13.981Z,0.95,1.14
2025-04-14T21:29:14.976Z,1.12,1.36
2025-04-14T21:29:15.974Z,4.37,0.09
2025-04-14T21:29:16.979Z,1.85,1.19
2025-04-14T21:29:17.974Z,3.81,0.1
2025-04-14T21:29:18.977Z,4.08,0.09
2025-04-14T21:29:19.976Z,4.39,0.67
2025-04-14T21:29:20.976Z,1.19,0.66
2025-04-14T21:29:21.976Z,4.99,1.2
2025-04-14T21:29:22.977Z,0.15,1.77
2025-04-14T21:29:23.983Z,4.22,1.42
2025-04-14T21:29:24.979Z,4.8,0.81
2025-04-14T21:29:25.979Z,3.85,0.3
2025-04-14T21:29:26.981Z,3.25,0.36
2025-04-14T21:29:27.980Z,4.94,1.45
2025-04-14T21:29:28.981Z,1.02,0.33
2025-04-14T21:29:29.982Z,4.8,0.56
2025-04-14T21:29:30.982Z,3.34,1.17
2025-04-14T21:29:31.983Z,3.81,1.81
2025-04-14T21:29:32.986Z,4.58,0.05
2025-04-14T21:29:33.985Z,4.92,1.6
2025-04-14T21:29:34.987Z,1.51,0.01
2025-04-14T21:29:35.988Z,0.42,1.44
2025-04-14T21:29:36.989Z,1.35,1.55
2025-04-14T21:29:37.988Z,3.72,0.43
2025-04-14T21:29:38.991Z,3.22,0.13
2025-04-14T21:29:39.990Z,4.41,1.81
2025-04-14T21:29:40.991Z,2.79,1.18
2025-04-14T21:29:41.992Z,1.6,1.29
2025-04-14T21:29:42.992Z,4.55,0.82
2025-04-14T21:29:43.993Z,3.64,0.32
2025-04-14T21:29:44.993Z,3.13,1.95
2025-04-14T21:29:45.994Z,3.28,1.04
2025-04-14T21:29:46.994Z,3.55,1.11
2025-04-14T21:29:47.995Z,3.81,0.1
2025-04-14T21:29:48.996Z,4.04,1.51
2025-04-14T21:29:49.997Z,1.16,1.61
2025-04-14T21:29:50.998Z,3.64,0.05
2025-04-14T21:29:51.998Z,1.22,1.13
2025-04-14T21:29:52.999Z,4.43,0.36
2025-04-14T21:29:53.999Z,1.18,1.94
2025-04-14T21:29:54.996Z,1.88,1.43
2025-04-14T21:29:55.998Z,1.39,1.02
2025-04-14T21:29:56.998Z,3.43,0.7
2025-04-14T21:29:57.999Z,2.19,0.12
2025-04-14T21:29:59.000Z,3.17,1.32
2025-04-14T21:30:00.001Z,2.82,0.97
2025-04-14T21:30:01.002Z,3.59,0.73
2025-04-14T21:30:02.001Z,0.9,0.19
2025-04-14T21:30:03.003Z,0.1,1.11
2025-04-14T21:30:04.003Z,0.15,1.78
2025-04-14T21:30:05.004Z,0.42,0.45
2025-04-14T21:30:06.005Z,2.7,1.62
2025-04-14T21:30:07.005Z,0.08,1.83
2025-04-14T21:30:08.006Z,0.99,1.09
2025-04-14T21:30:09.007Z,2.13,1.5
2025-04-14T21:30:10.007Z,4.51,0.65
2025-04-14T21:30:11.008Z,0.02,0.17
2025-04-14T21:30:12.035Z,4.53,0.99
2025-04-14T21:30:13.009Z,4.16,1.84
2025-04-14T21:30:14.010Z,3.69,0.42
2025-04-14T21:30:15.011Z,0.03,1.15
2025-04-14T21:30:16.012Z,3.29,0.57
2025-04-14T21:30:17.012Z,3.82,0.64
2025-04-14T21:30:18.013Z,3.52,1.54
2025-04-14T21:30:19.014Z,0.26,0.27
2025-04-14T21:30:20.014Z,2.55,0.59
2025-04-14T21:30:21.014Z,4.52,1.86
2025-04-14T21:30:22.017Z,4.22,1.29
2025-04-14T21:30:23.017Z,2.86,1.49
2025-04-14T21:30:24.020Z,3.79,1.98
2025-04-14T21:30:25.017Z,3.9,0.03
2025-04-14T21:30:26.019Z,1.86,0.43
2025-04-14T21:30:27.019Z,3.27,1.85
2025-04-14T21:30:28.020Z,1.98,1.87
2025-04-14T21:30:29.021Z,3.17,0.31
2025-04-14T21:30:30.021Z,4.76,0.61
2025-04-14T21:30:31.022Z,0.63,0.14
2025-04-14T21:30:32.023Z,3.83,0.32
2025-04-14T21:30:33.023Z,2.22,1.11
2025-04-14T21:30:34.024Z,2.91,0.71
2025-04-14T21:30:35.025Z,1.42,1.33
2025-04-14T21:30:36.026Z,0.53,0.3
2025-04-14T21:30:37.027Z,3.8,1.04
2025-04-14T21:30:38.037Z,4.15,0.87
2025-04-14T21:30:39.028Z,1.1,0.81
2025-04-14T21:30:40.028Z,0.58,1.86
2025-04-14T21:30:41.030Z,4.33,0.4
2025-04-14T21:30:42.030Z,1.59,1.36
2025-04-14T21:30:43.030Z,0.62,1.38
2025-04-14T21:30:44.033Z,2.54,1.26
2025-04-14T21:30:45.033Z,0.26,1.12
2025-04-14T21:30:46.034Z,0.95,0.21
2025-04-14T21:30:47.034Z,1.77,1.41
2025-04-14T21:30:48.035Z,1.58,0.54
2025-04-14T21:30:49.034Z,0.2,1.97
2025-04-14T21:30:50.035Z,2.27,0.51
2025-04-14T21:30:51.036Z,4.62,1.32
2025-04-14T21:30:52.037Z,4.37,0.04
2025-04-14T21:30:53.047Z,0.57,0.05
2025-04-14T21:30:54.038Z,4.07,1.43
2025-04-14T21:30:55.043Z,2.58,1.39
2025-04-14T21:30:56.044Z,3.43,0.97
2025-04-14T21:30:57.045Z,2.81,1.65
2025-04-14T21:30:58.046Z,4.57,0.05
2025-04-14T21:30:59.046Z,1.17,0.12
2025-04-14T21:31:00.046Z,1.24,1.84
2025-04-14T21:31:01.048Z,4.59,0.99
2025-04-14T21:31:02.048Z,2.16,1.4
2025-04-14T21:31:03.048Z,3.51,0.46
2025-04-14T21:31:04.049Z,4.22,0.93
2025-04-14T21:31:05.051Z,1.15,0.49
2025-04-14T21:31:06.051Z,3.61,0.49
2025-04-14T21:31:07.051Z,2.31,1.96
2025-04-14T21:31:08.052Z,1.23,0.96
2025-04-14T21:31:09.053Z,4.44,0.5
2025-04-14T21:31:10.053Z,2.38,0.31
2025-04-14T21:31:11.055Z,3.59,1.35
2025-04-14T21:31:12.055Z,2.65,0.01
2025-04-14T21:31:13.056Z,3.87,0.37
2025-04-14T21:31:14.057Z,4.48,1.2
2025-04-14T21:31:15.058Z,4.24,0.94
2025-04-14T21:31:16.058Z,2.75,1.03
2025-04-14T21:31:17.058Z,4.89,0.86
2025-04-14T21:31:18.059Z,3.45,1.43
2025-04-14T21:31:19.060Z,2.57,1.32
2025-04-14T21:31:20.061Z,2.61,1.78
2025-04-14T21:31:21.062Z,1.04,0.02
2025-04-14T21:31:22.062Z,0.31,0.2
2025-04-14T21:31:23.063Z,1.86,0.3
2025-04-14T21:31:24.064Z,1.43,1.67
2025-04-14T21:31:25.065Z,1.48,0.44
2025-04-14T21:31:26.066Z,3.17,1.49
2025-04-14T21:31:27.066Z,1.25,0.73
2025-04-14T21:31:28.066Z,3.63,0.16
2025-04-14T21:31:29.068Z,1.8,1.48
2025-04-14T21:31:30.068Z,4.79,1.57
2025-04-14T21:31:31.068Z,3.14,1.05
2025-04-14T21:31:32.070Z,1.89,1.07
2025-04-14T21:31:33.070Z,4.05,1.27
2025-04-14T21:31:34.072Z,1.14,1.15
2025-04-14T21:31:35.074Z,3.08,0.97
2025-04-14T21:31:36.073Z,4.49,0.95
2025-04-14T21:31:37.074Z,0.29,0.26
2025-04-14T21:31:38.074Z,3.66,1.98
2025-04-14T21:31:39.074Z,4.85,0.62
2025-04-14T21:31:40.075Z,0.18,0.53
2025-04-14T21:31:41.076Z,0.79,0.03
2025-04-14T21:31:42.076Z,3.83,1.23
2025-04-14T21:31:43.077Z,0.59,0.21
2025-04-14T21:31:44.077Z,1.74,0.34
2025-04-14T21:31:45.078Z,1.75,1.02
2025-04-14T21:31:46.079Z,4.36,0.79
2025-04-14T21:31:47.080Z,4.15,1.5
2025-04-14T21:31:48.081Z,0.13,0.5
2025-04-14T21:31:49.082Z,4.92,1.48
2025-04-14T21:31:50.083Z,0.83,1.81
2025-04-14T21:31:51.083Z,3.47,0.08
2025-04-14T21:31:52.083Z,2.06,1.78
2025-04-14T21:31:53.084Z,3.06,0.67
2025-04-14T21:31:54.085Z,1.14,1.1
2025-04-14T21:31:55.085Z,4.7,1.58
2025-04-14T21:31:56.085Z,1.17,1.46
2025-04-14T21:31:57.086Z,3.04,0.56
2025-04-14T21:31:58.087Z,1.63,0.37
2025-04-14T21:31:59.089Z,3.98,1.34
2025-04-14T21:32:00.088Z,1.56,1.08
2025-04-14T21:32:01.089Z,0.12,1.13
2025-04-14T21:32:02.089Z,2.8,1.24
2025-04-14T21:32:03.090Z,1.04,0.13
2025-04-14T21:32:04.091Z,0.73,1.62
2025-04-14T21:32:05.092Z,4.79,1.77
2025-04-14T21:32:06.092Z,2.69,1.47
2025-04-14T21:32:07.093Z,1.31,1.53
2025-04-14T21:32:08.095Z,1.33,1.39
2025-04-14T21:32:09.094Z,0.2,1.94
2025-04-14T21:32:10.095Z,0.97,0.24
2025-04-14T21:32:11.100Z,3.71,1.58
2025-04-14T21:32:12.097Z,3.2,1.48
2025-04-14T21:32:13.097Z,0.18,0.01
2025-04-14T21:32:14.098Z,0.17,1.92
2025-04-14T21:32:15.099Z,1.13,1.8
2025-04-14T21:32:16.100Z,3.56,1.4
2025-04-14T21:32:17.100Z,0.94,0.68
2025-04-14T21:32:18.101Z,1.7,0.63
2025-04-14T21:32:19.101Z,1.49,1.34
2025-04-14T21:32:20.103Z,4.25,0.71
2025-04-14T21:32:21.103Z,3.91,0.5
2025-04-14T21:32:22.104Z,2.17,0.1
2025-04-14T21:32:23.105Z,1.54,1.25
2025-04-14T21:32:24.106Z,4.01,0.94
2025-04-14T21:32:25.106Z,3.92,0.34
2025-04-14T21:32:26.107Z,4.7,1.46
2025-04-14T21:32:27.107Z,1.87,1.21
2025-04-14T21:32:28.108Z,0.65,1.89
2025-04-14T21:32:29.109Z,4.71,0.65
2025-04-14T21:32:30.110Z,1.6,1.1
2025-04-14T21:32:31.110Z,2.75,1.09
2025-04-14T21:32:32.111Z,1.94,1.23
2025-04-14T21:32:33.112Z,0.34,0.74
2025-04-14T21:32:34.113Z,4.14,0.94
2025-04-14T21:32:35.113Z,4.23,0.75
2025-04-14T21:32:36.114Z,0.77,1.57
2025-04-14T21:32:37.114Z,1.27,0.22
2025-04-14T21:32:38.116Z,0.74,1.72
2025-04-14T21:32:39.116Z,3.39,0.39
2025-04-14T21:32:40.117Z,1.83,0.17
2025-04-14T21:32:41.117Z,0.3,0.9
2025-04-14T21:32:42.118Z,1.06,0.96
2025-04-14T21:32:43.119Z,0.12,0.95
2025-04-14T21:32:44.119Z,4.38,1.16
2025-04-14T21:32:45.121Z,3.21,0.84
2025-04-14T21:32:46.122Z,2.27,1.78
2025-04-14T21:32:47.122Z,4.6,1.72
2025-04-14T21:32:48.122Z,4.87,0.35
2025-04-14T21:32:49.123Z,0.81,1.26
2025-04-14T21:32:50.123Z,1.94,0.3
2025-04-14T21:32:51.124Z,2.95,0.58
2025-04-14T21:32:52.126Z,4.19,0.12
2025-04-14T21:32:53.126Z,4.43,1.12
2025-04-14T21:32:54.126Z,2.06,0.28
2025-04-14T21:32:55.127Z,0.93,1.26
2025-04-14T21:32:56.128Z,2.26,1.26
2025-04-14T21:32:57.129Z,2.33,1.81
2025-04-14T21:32:58.130Z,2.96,1.92
2025-04-14T21:32:59.130Z,0.61,0.09
2025-04-14T21:33:00.131Z,3.77,1.24
2025-04-14T21:33:01.131Z,0.22,0.4
2025-04-14T21:33:02.132Z,0.52,0.15
2025-04-14T21:33:03.133Z,1.8,0.92
2025-04-14T21:33:04.144Z,1.51,0.52
2025-04-14T21:33:05.135Z,4.73,0.77
2025-04-14T21:33:06.134Z,4.17,0.26
2025-04-14T21:33:07.139Z,4.65,0.61
2025-04-14T21:33:08.139Z,2.39,0.49
2025-04-14T21:33:09.141Z,0.07,1.19
2025-04-14T21:33:10.139Z,4.3,1.76
2025-04-14T21:33:11.140Z,3.25,1.81
2025-04-14T21:33:12.138Z,3.27,0.59
2025-04-14T21:33:13.139Z,4.97,1.93
2025-04-14T21:33:14.149Z,2.25,0.29
2025-04-14T21:33:15.142Z,3.22,1.48
2025-04-14T21:33:16.146Z,0.53,0.79
2025-04-14T21:33:17.142Z,4.68,0.27
2025-04-14T21:33:18.142Z,4.24,0.31
2025-04-14T21:33:19.148Z,2.77,0.06
2025-04-14T21:33:20.147Z,0,0.72
2025-04-14T21:33:21.165Z,1.01,1.3
2025-04-14T21:33:22.151Z,1.98,0.77
2025-04-14T21:33:23.155Z,0.49,0.94
2025-04-14T21:33:24.159Z,1.27,0.52
2025-04-14T21:33:25.148Z,0.59,1.77
2025-04-14T21:33:26.148Z,1.7,1.51
2025-04-14T21:33:27.149Z,2.24,0.84
2025-04-14T21:33:28.149Z,0.2,0.15
2025-04-14T21:33:29.152Z,2.19,1.77
2025-04-14T21:33:30.166Z,1.95,0.95
2025-04-14T21:33:31.152Z,1.64,0
2025-04-14T21:33:32.153Z,1.18,1.17
2025-04-14T21:33:33.156Z,2.23,0.17
2025-04-14T21:33:34.155Z,2.54,1.68
2025-04-14T21:33:35.156Z,0.87,1.75
2025-04-14T21:33:36.156Z,4.13,1.22
2025-04-14T21:33:37.157Z,1.57,1.16
2025-04-14T21:33:38.157Z,0.82,1.42
2025-04-14T21:33:39.161Z,4.62,0.08
2025-04-14T21:33:40.159Z,4.4,1.05
2025-04-14T21:33:41.160Z,1.7,0.06
2025-04-14T21:33:42.161Z,2.01,1.19
2025-04-14T21:33:43.162Z,1.2,1.62
2025-04-14T21:33:44.162Z,3.17,1.35
2025-04-14T21:33:45.163Z,2.52,0.94
2025-04-14T21:33:46.164Z,2.35,0.1
2025-04-14T21:33:47.164Z,3.31,1.63
2025-04-14T21:33:48.165Z,3.51,0.47
2025-04-14T21:33:49.164Z,4.51,1.1
2025-04-14T21:33:50.166Z,0.49,0.47
2025-04-14T21:33:51.167Z,2.34,1.48
2025-04-14T21:33:52.167Z,2.23,0.88
2025-04-14T21:33:53.168Z,2.71,1.32
2025-04-14T21:33:54.174Z,4.59,0.56
2025-04-14T21:33:55.170Z,3.45,1.02
2025-04-14T21:33:56.170Z,2.23,0.89
2025-04-14T21:33:57.172Z,3.19,0.94
2025-04-14T21:33:58.172Z,3.86,1.07
2025-04-14T21:33:59.207Z,3.92,1
2025-04-14T21:34:00.173Z,4.46,0.01
2025-04-14T21:34:01.174Z,3.65,1.44
2025-04-14T21:34:02.175Z,2.56,0.74
2025-04-14T21:34:03.175Z,4.17,1.75
2025-04-14T21:34:04.176Z,1.95,0.66
2025-04-14T21:34:05.176Z,3.64,0.91
2025-04-14T21:34:06.178Z,2.91,1.4
2025-04-14T21:34:07.178Z,2.56,0.59
2025-04-14T21:34:08.179Z,3.97,0.97
2025-04-14T21:34:09.179Z,3.09,1.63
2025-04-14T21:34:10.181Z,0.22,0.85
2025-04-14T21:34:11.181Z,3.99,1.19
2025-04-14T21:34:12.181Z,2.2,1.92
2025-04-14T21:34:13.181Z,1.48,0.53
2025-04-14T21:34:14.182Z,2.76,0.76
2025-04-14T21:34:15.185Z,3.33,1.97
2025-04-14T21:34:16.185Z,1.93,1.03
2025-04-14T21:34:17.185Z,0.08,1.74
2025-04-14T21:34:18.185Z,2.66,1.03
2025-04-14T21:34:19.186Z,1.3,1.81
2025-04-14T21:34:20.187Z,1.86,1.25
2025-04-14T21:34:21.190Z,1.69,0.25
2025-04-14T21:34:22.189Z,1.58,1.85
2025-04-14T21:34:23.189Z,3.99,0.21
2025-04-14T21:34:24.190Z,1.14,0.6
2025-04-14T21:34:25.191Z,0.56,0.72
2025-04-14T21:34:26.192Z,0.53,0.53
2025-04-14T21:34:27.192Z,2.75,1.81
2025-04-14T21:34:28.194Z,0.55,1.62
2025-04-14T21:34:29.196Z,0.48,1.45
2025-04-14T21:34:30.194Z,4.52,0.7
2025-04-14T21:34:31.196Z,1.31,0
2025-04-14T21:34:32.196Z,2.63,1.47
2025-04-14T21:34:33.197Z,4.19,1.7
2025-04-14T21:34:34.197Z,2.01,1.59
2025-04-14T21:34:35.198Z,0.82,1.79
2025-04-14T21:34:36.198Z,4.96,0.29
2025-04-14T21:34:37.199Z,0.01,0.56
2025-04-14T21:34:38.200Z,4.3,1.81
2025-04-14T21:34:39.201Z,4.2,1.62
2025-04-14T21:34:40.201Z,1.51,0.45
2025-04-14T21:34:41.202Z,1.7,0.54
2025-04-14T21:34:42.203Z,1.57,0.93
2025-04-14T21:34:43.203Z,0.15,0.08
2025-04-14T21:34:44.205Z,3.61,1.66
2025-04-14T21:34:45.206Z,1.73,0.78
2025-04-14T21:34:46.211Z,0.86,0.3
2025-04-14T21:34:47.206Z,0.52,0.26
2025-04-14T21:34:48.206Z,3.79,1.1
2025-04-14T21:34:49.207Z,4.32,1.51
2025-04-14T21:34:50.208Z,2.72,1.01
2025-04-14T21:34:51.209Z,1.87,0.79
2025-04-14T21:34:52.209Z,1.08,1.37
2025-04-14T21:34:53.212Z,0.36,0.02
2025-04-14T21:34:54.276Z,4.78,1.23
2025-04-14T21:34:55.212Z,0.88,1.74
2025-04-14T21:34:56.213Z,0.09,1.96
2025-04-14T21:34:57.213Z,1.23,1.62
2025-04-14T21:34:58.214Z,1.23,0.46
2025-04-14T21:34:59.217Z,3.79,1.55
2025-04-14T21:35:00.215Z,1.74,1.22
2025-04-14T21:35:01.216Z,4.31,0.57
2025-04-14T21:35:02.217Z,4.71,1.79
2025-04-14T21:35:03.218Z,1.94,1.27
2025-04-14T21:35:04.235Z,1.56,0.36
2025-04-14T21:35:05.220Z,2.16,1.47
2025-04-14T21:35:06.220Z,3.13,1.84
2025-04-14T21:35:07.221Z,2.57,0.6
2025-04-14T21:35:08.223Z,0.57,0
2025-04-14T21:35:09.223Z,2.36,1.13
2025-04-14T21:35:10.223Z,0.33,0.75
2025-04-14T21:35:11.225Z,4.1,1.62
2025-04-14T21:35:12.225Z,2.66,0.06
2025-04-14T21:35:13.224Z,1.08,1.07
2025-04-14T21:35:14.225Z,1.73,1.37
2025-04-14T21:35:15.227Z,3.96,0.55
2025-04-14T21:35:16.227Z,2.24,0.66
2025-04-14T21:35:17.227Z,4.08,0.33
2025-04-14T21:35:18.229Z,0.61,1.57
2025-04-14T21:35:19.231Z,0.71,1.76
2025-04-14T21:35:20.230Z,1.14,1.14
2025-04-14T21:35:21.266Z,2.89,1.35
2025-04-14T21:35:22.232Z,3.59,0.38
2025-04-14T21:35:23.232Z,1.94,0.6
2025-04-14T21:35:24.233Z,4.27,1.43
2025-04-14T21:35:25.233Z,3.42,0.55
2025-04-14T21:35:26.235Z,1.21,1.11
2025-04-14T21:35:27.236Z,0.8,0.12
2025-04-14T21:35:28.236Z,3.09,0.9
2025-04-14T21:35:29.235Z,4.83,1.45
2025-04-14T21:35:30.236Z,4.38,0.34
2025-04-14T21:35:31.236Z,4.38,1.64
2025-04-14T21:35:32.243Z,4.81,0.4
2025-04-14T21:35:33.238Z,0.5,1.18
